concept,prefLabel,definition,broader
http://www.w3id.org/archlink/terms/conservationthesaurus/A14455,Paraloid B72,"Produktname für ein synthestisches Acrylharz der Firma Rohm und Haas (heute Teil von Dow Chemicals), bestehend aus Ethylmethacrylat und Methylacrylat sowie einem kleinen Anteil Butylmethacrylat. Aufgrund seiner hervorragenden Eigenschaften hinsichtlich Alterungsbeständigkeit, Transparenz und Reversibilität ist Paraloid B72 eines der am häufigsten eingesetzten Materialien in der Konservierung und Restaurierung. In verschiedenen organischen Lösungsmitteln gelöst wird es als Klebstoff, Bindemittel, Festigungsmittel und für Schutzüberzug für unterschiedliche Materialien verwendet.",http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/AFF6GA,Paraloid B44,"Produktname eines synthetischen Acrylharzes der Firma Rohm und Haas (heute Teil von Dow Chemicals) auf Basis von Methylmethacrylat und Ethylacrylat sowie einem geringem Anteil Butylmethacrylat. Ähnlich wie Paraloid B72 zeigt es gute Alterungsbeständigkeit, Transparenz und Reversibilität, ist in verschiedenen organischen Lösungsmitteln löslich und wird als Klebstoff, Bindemittel, Festigungsmittel und für Schutzüberzüge verwendet. Im Gegensatz zu Paraloid B72 besitzt es eine höhere Glasübergangstemperatur (ca. 60°C), wodurch Paraloid B44 besonders für die Verwendung in wärmeren Umgebungen geeignet ist.",http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/B8ABD9,Paraloid B48N,"Produktname eines synthetischen Acrylharzes der Firma Rohm und Haas (heute Teil von Dow Chemicals), welches von Seiten des Herstellers als Methyl-Methacrylat-Copolymer angegeben wird. Paraloid B48N zeigt ein gutes Löslichkeitsverhalten in verschiedenen, organischen Lösungsmittel wie Toluol, MEK, einigen Estern und Acetaten, ist jedoch unlöslich in den meisten Alkoholen. Seine Glasübergangstemperatur liegt bei ca.  50°C. Im Vergleich zu Paraloid B72 zeigt es eine höhere Härte, geringere Flexibilität sowie eine geringere Alterungsbeständigkeit.",http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/B15G98,Kallocryl,"Produktname eines synthetischen Acrylharzes der Firma SPEIKO - Spezialitäten GmbH, auf Basis von Polymethylmethacrylat (PMMA).  Es zeigt ähnliche Eigenschaften wie Paraloid B72, ist jedoch etwas härter und besitzt eine höhere Glasübergangstemperatur (ca. 50-60°C). Kallocryl wurde ursprünglich für den Dentalbereich, für die Erstellung von Prothesen entiwckelt und ist daher für Anwendungen im Bereich der Konservierung/Restaurierung noch nicht soweit erforscht wie andere PMMA basierte Polymere.",http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/G23A9A,Technovit 5071,,http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/A64281,Technovit 2000 LC,Produktname eines lichthärtendes Methacrylharzes der Firma Heraeus Kulzer GmbH und Co. KG,http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/C77887,Acrystal,"Produktname einer lösungsmittelfreien Gieß- und Laminiermasse auf Basis von wässrigen Acrylharzen und natürlichen Mineralkristallen (Calciumsulfat - Gips) der Firma Acrystal. Das System ist für Ausformungen oder den Stützkapselbau beim Abformen eine geeignete Alternative zu Reaktionsharzen (Epoxid-, Polyester-,Polyurethan, etc.)",http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/B69C57,Acrylic One,"Produktname einer lösungsmittelfreien Gieß- und Laminiermasse auf Basis von wässrigen Acrylharzen und natürlichen Mineralkristallen (Calciumsulfat - Gips) der Firma Acrylic One. Das System ist für Ausformungen oder den Stützkapselbau beim Abformen eine geeignete Alternative zu Reaktionsharzen (Epoxid-, Polyester-,Polyurethan, etc.)",http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/CG2863,Ebacryl,,http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/C4A859,Plastogen G,Methylmethacrylat,http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/C622FG,Plastogen EP,,http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/GBA321,Plexigum,,http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/A1C48C,Lascaux 498 HY,"Produktname einer wässrigen Acrylatdispersion auf Butyl-Methacrylat-Basis, die speziell für die Konservierung und Restaurierung entwickelt wurde. Das Material bildet einen zähelastischen, extrem zugfesten Film, der sich durch hohe Transparenz, Licht- und Alterungsbeständigkeit sowie Reversibilität auszeichnet. Die Dispersion ist wasserverdünnbar, bildet jedoch nach der Trocknung einen wasserfesten Film. Dieser bleibt permanent löslich in organischen Lösungsmitteln wie Aceton, Alkohol, Toluol und Xylol. Es eignet sich sowohl für Nass- als auch für Trockenapplikationen und wird häufig als Klebemittel für empfindliche Materialien wie Textilien, Papier und Kunstwerke eingesetzt.",http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/D5B73B,Plexisol B 597,,http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/D9F783,Cyanacrylat,"Schnellklebstoff auf Basis von Monomeren der Alkylcyanacrylate und weiteren Zusatzstoffen (Weichmacher, Stabilisatoren, etc.), der sich durch eine sehr schnelle Aushärtung  auszeichnet. Durch Kontakt mit Feuchtigkeit auf der Objektoberfläche oder der Luft wird eine anionische Polymerisation der Monomere initiiert, wodurch innerhalb von Sekunden eine Klebeverbindung entsteht. In der Konservierung und Restaurierung wird Cyanacrylat hauptsächlich für die temporäre und/oder punktuelle Heftung von Fragmenten oder Hilfsmitteln (Omegahäkchen, Silikonmanschetten, etc.) verwendet, da er sich aufgrund einiger Eigenschaften, wie Sprödigkeit, geringe Reversibilität und geringe Altersbeständigkeit, nicht für dauerhafte, stabile Klebungen eignet.",http://www.w3id.org/archlink/terms/conservationthesaurus/GFD582
http://www.w3id.org/archlink/terms/conservationthesaurus/F584FC,Loctite,,http://www.w3id.org/archlink/terms/conservationthesaurus/D9F783
http://www.w3id.org/archlink/terms/conservationthesaurus/B572B5,Polyvinylbutyral,"synthetisches, thermoplastisches Polymere aus der Gruppe der Vinylharze, welches durch Reaktion von Polyvinylalkohol mit Butyraldehyd hergestellt wird. In der Konservierung und Restaurierung wird es als Klebstoff, Bindemittel und Festigungsmittel eingesetzt. Polyvinylbutyral weist allgemein einige gute Eigenschaften für diese Verwendungen auf, wie hohe Transparenz, Reversibilität,  gute Haftung auf verschiedenen Materialien sowie gut Löslichkeit in einer Reihe von polaren Lösungsmittelns wie Ethanol oder Aceton, die jedoch je nach verwendetem Produkt variieren können.",http://www.w3id.org/archlink/terms/conservationthesaurus/A1D125
http://www.w3id.org/archlink/terms/conservationthesaurus/A974A4,Mowital B30H,"Produktname für ein PVB-Polymer der Firma Kuraray, wobei die Bezeichnung ""B30H"" hinter dem Markennamen ""Mowital"" eine Reihe von Eigenschaften dieses speziellen Produkttypens angibt. Für die Anwendung in der Restaurierung ist dabei vor allem die Zahl wichtig, da diese den Polymerisationsgrad angibt. Je höher die Zahl, desto höher ist der Polymerisationsgrad und desto höher ist die Viskosität des Polymers. Bei Mowital B30H handelt es sich demnach um ein Polymer mit mittlerer Viskosität.",http://www.w3id.org/archlink/terms/conservationthesaurus/B572B5
http://www.w3id.org/archlink/terms/conservationthesaurus/F97896,Mowital B60H,"Produktname für ein PVB-Polymer der Firma Kuraray, wobei die Bezeichnung ""B60H"" hinter dem Markennamen ""Mowital"" eine Reihe von Eigenschaften dieses speziellen Produkttypens angibt. Für die Anwendung in der Restaurierung ist dabei vor allem die Zahl wichtig, da diese den Polymerisationsgrad angibt. Je höher die Zahl, desto höher ist der Polymerisationsgrad und desto höher ist die Viskosität des Polymers. Bei Mowital B60H handelt es sich demnach um ein Polymer mit höherer Viskosität.",http://www.w3id.org/archlink/terms/conservationthesaurus/B572B5
http://www.w3id.org/archlink/terms/conservationthesaurus/DF5773,Polyvinylacetat,"Durch radikalische Polymerisation von Vinylacetat-Monomeren hergestelltes thermoplastisches Polymer, das in fester oder flüssiger Form (als wässrige Dispersion oder Emulsion) bezogen werden kann. Verschiedene PVAC-Produkte werden in der Restaurierung häuptsächlich für Klebungen, Festigungen und als Schutzüberzug verwendet. Die Glasübergangstemperatur von PVAC liegt in etwa bei Raumtemperatur, was zu einem weichen und klebrigen Zustand führt und unerwünschte Adhäsion von Staub und Schmutz sowie das Verformen bzw. Versagen von Klebunge verursacht.",http://www.w3id.org/archlink/terms/conservationthesaurus/A1D125
http://www.w3id.org/archlink/terms/conservationthesaurus/A447D9,Mowilith 50,,http://www.w3id.org/archlink/terms/conservationthesaurus/DF5773
http://www.w3id.org/archlink/terms/conservationthesaurus/F16511,Mowilith D025,,http://www.w3id.org/archlink/terms/conservationthesaurus/DF5773
http://www.w3id.org/archlink/terms/conservationthesaurus/AF8F61,Mowilith DV,,http://www.w3id.org/archlink/terms/conservationthesaurus/DF5773
http://www.w3id.org/archlink/terms/conservationthesaurus/A42BD6,Ponal Classic,"Produktname einer wässrigen Polyvinylacetat-Dispersion, hergestellt von der Firma Henkel.",http://www.w3id.org/archlink/terms/conservationthesaurus/DF5773
http://www.w3id.org/archlink/terms/conservationthesaurus/C838C1,Polyvinylalkohol,"thermoplastisches Polymer, welches durch Hydrolyse von Polyvinylacetat synthetisiert wird. Es ist beständig gegenüber Ölen, Fetten und organischen Lösungsmitteln, jedoch empfindlich gegenüber Feuchtigkeit. In der Restaurierung wird PVAL als reversibler Klebstoff für poröse Materialien, Bindemittel oder Beschichtungsmaterial eingesetzt.",http://www.w3id.org/archlink/terms/conservationthesaurus/A1D125
http://www.w3id.org/archlink/terms/conservationthesaurus/D41661,Cellulosederivat,Überbegriff für chemisch modifizierte Cellulosen.,http://www.w3id.org/archlink/terms/conservationthesaurus/A1D125
http://www.w3id.org/archlink/terms/conservationthesaurus/A44D5F,Celluloseether,"synthetisches Polymer, das durch chemische Veretherung von Cellulose hergestellt wird. Je nach geneuer chemischer Zusammensetzung des gewählten Produktes ergeben sich spezifische Eigenschaften wie Viskosität, Klebekraft und Löslichkeit.",http://www.w3id.org/archlink/terms/conservationthesaurus/D41661
http://www.w3id.org/archlink/terms/conservationthesaurus/DD4B75,Klucel® G,"Produktname eines wasserlöslichen, nichtionischen Celluloseethers auf Hydroxypropylcellulose (HPC)-Basis der Firma Ashland Inc. Es ist sowohl in Wasser unter 38 °C als auch in polaren organischen Lösungsmitteln wie Ethanol und Aceton löslich. Zu seinen herausragenden Eigenschaften zählen Thermoplastizität, Flexibilität ohne Zusatz von Weichmachern sowie die Reversibilität. In der Konservierung und Restaurierung wird Klucel G häufig als Bindemittel, Verdickungsmittel oder Klebstoff verwendet, insbesondere für wasserempfindliche Materialien wie Papier, Textilien oder Leder.",http://www.w3id.org/archlink/terms/conservationthesaurus/A44D5F
http://www.w3id.org/archlink/terms/conservationthesaurus/F84988,Methocel A4C,,http://www.w3id.org/archlink/terms/conservationthesaurus/A44D5F
http://www.w3id.org/archlink/terms/conservationthesaurus/A9A929,Celluloseester,"synthetisches Polymer, das duch die chemische Modifikation (Veresterung) von natürlicher Cellulose mit organischen Säuren oder Mineralsäuren hergestellt wird.",http://www.w3id.org/archlink/terms/conservationthesaurus/D41661
http://www.w3id.org/archlink/terms/conservationthesaurus/GC7998,Cellulosenitrat,"synthetisches Polymer, das durch die Veresterung von Cellulose mit Nitriersäure (Gemisch aus konzentrierter Salpeter- und konzentrierter Schwefelsäure) hergestellt wird. Vermischt mit Weichmachernund gelöst in Lösemitteln wird es seit dem späten 19. Jh. als eines der ersten synthetischen Harze im Bereich der Konservierung/Restaurierung verwendet. Cellulosenitrat zeichnet sich durch eine Reihe von Eigenschaften aus, die es als beliebtes Konservierungsmittel erscheinen lässte (z.B. schnelle Trocknung, einfache Handhabung, gute Haftung auf verschiedenen Materialien, hohe Glasübergangstemperatur, etc). Allerdings neigt es zum vergilben und zeigte bei durchgeführten Studien (Oddy-Test) korrosiove Wirkung auf Metalle.",http://www.w3id.org/archlink/terms/conservationthesaurus/A9A929
http://www.w3id.org/archlink/terms/conservationthesaurus/FD8AG2,Pantarol® Metallschutz Nr. 100,Produktname eines farblosen Harzes auf Cellulosenitrat-Epoxidharz-Basis der Firma Edelweiss Industrielacke Lutzenberger GmbH.,http://www.w3id.org/archlink/terms/conservationthesaurus/GC7998
http://www.w3id.org/archlink/terms/conservationthesaurus/C65F47,Mecosan L-TR,,http://www.w3id.org/archlink/terms/conservationthesaurus/GC7998
http://www.w3id.org/archlink/terms/conservationthesaurus/GC6999,Zaponlack,,http://www.w3id.org/archlink/terms/conservationthesaurus/GC7998
http://www.w3id.org/archlink/terms/conservationthesaurus/A5D2D1,Archäocoll 2000 N,"Produktname eines cellulosebasierten Spezialkleber, der speziell für die Restaurierung von Keramik entwickelt wurde. Er eignet sich besonders für spröde und poröse Materialien wie vorgeschichtliche Keramik und zeichnet sich durch schnelle Trocknung, sehr gute Benetzung und Reversibilität aus. Archäocoll 2000 N lässt sich leicht mit Aceton entfernen und ist dauerhaft reversibel, was eine spätere Demontage ohne Schaden ermöglicht. Aufgrund seiner mechanischen Eigenschaften, die an die der Keramik angepasst sind, und der geringen Vergilbung eignet er sich gut für die Klebung und Keramik, sollte jedoch aufgrund potenzieller Korrosionsrisiken für andere Materialien in Vitrinen mit Vorsicht verwendet werden.",http://www.w3id.org/archlink/terms/conservationthesaurus/GC7998
http://www.w3id.org/archlink/terms/conservationthesaurus/F89522,Polyethylenglycol,"synthetischer Polyether aus sich wiederholenden -CH2-CH2-O-Monomeren, der durch Polymerisation von Ethylenoxid hergestellt wird. PEG kann in verschiedenen Molekulargewichten bezogen werden, wodurch sich unterschiedliche spezifische Eigenschaften ergeben. Je länger die Molekülkette (je höher die Zahl hinter PEG), desto höher die Viskosität des PEGs. In der Konservierung und Restaurierung wird PEG hauptsächlich als Festigungsmittel für wassergelagerte organische Materialien (z.B. Holz oder Leder) verwendet. Das hygroskopische Polymer ersetzt dabei das Wasser in den Zellwänden, stabilisiert die Objektstruktur und verhindert beim Trocknungsprozess ein Schrumpfen und Reißen des Materials.",http://www.w3id.org/archlink/terms/conservationthesaurus/A1D125
http://www.w3id.org/archlink/terms/conservationthesaurus/DF633G,Melamin-Formaldehydharz,"Durch Polykondensation von Melamin und Formaldehyd hergestellter Kunststoff, der hauptsächlich für die Konservierung archäologischer Hölzer verwendet wird. Melaminharze ist durchsichtig, lichtecht und wasserfest, zusätzlich weist es eine hohe mechanische Festigkeit sowie eine gute chemische Beständigkeit gegen schwache Laugen und Lösemittel auf.",http://www.w3id.org/archlink/terms/conservationthesaurus/A1D125
http://www.w3id.org/archlink/terms/conservationthesaurus/BGACD3,Arigal C,"Produktname eines wasserverdünnbaren Melamin-Formaldehydkondensats der Firma Ciba. Es wurde in den 70er Jahren für die Konservierung von archäologischen Hölzern verwendet, dann allerdings vom Markt genommen und durch das Nachfolgerprodukt Lyfix DML ersetzt.",http://www.w3id.org/archlink/terms/conservationthesaurus/DF633G
http://www.w3id.org/archlink/terms/conservationthesaurus/D2F2D5,Lyfix DML,,http://www.w3id.org/archlink/terms/conservationthesaurus/DF633G
http://www.w3id.org/archlink/terms/conservationthesaurus/FF4767,Lyofix CHN,,http://www.w3id.org/archlink/terms/conservationthesaurus/DF633G
http://www.w3id.org/archlink/terms/conservationthesaurus/C4D6G3,Kauramin® Tränkharz 800,Produktname des wasserverdünnbaren Melamin-Formaldehydharzes der Firma BASF. Wurde vormals unter der Bezeichnung Kauramin CE 5549 im Jahr 1936 auf den Markt gebracht und nach erfolgreicher Bewährung in Kauramin Tränkharz 800 umbenannt. Im Jahr 2023 wurde das Produkt vom Markt genommen und durch das Nachfolgeprodukt Kauramin Tränkharz 801 ersetzt.,http://www.w3id.org/archlink/terms/conservationthesaurus/DF633G
http://www.w3id.org/archlink/terms/conservationthesaurus/BFB162,Kauramin CE 5549,Begriff aussortiert!,http://www.w3id.org/archlink/terms/conservationthesaurus/DF633G
http://www.w3id.org/archlink/terms/conservationthesaurus/B6CAB5,Kauramin® Tränkharz 801,,http://www.w3id.org/archlink/terms/conservationthesaurus/DF633G
http://www.w3id.org/archlink/terms/conservationthesaurus/F8A93F,Polyesterharz,"synthetisches Polymerharz bestehend aus einer Mischung von ungesättigten Polyester und einem Reaktivmonomer (häufig Styrol), die durch Zugabe eines Initiators bei Raumtemperatur polymerisieren. Charakteristisch ist eine gute mechanische Festigkeit, hohe Viskosität, hohe Klebefähigkeit, aber schwache Widerstandsfähigkeit gegen UV-Licht. In der Konservierung und Restaurierung findet Polyesterharz vorwiegend in der Strukturfestigung von porösem Steinmaterial, als Klebstoff, Füllmittel und für die Herstellung von wissenschaftlichen Kopien Verwendung. Zu den kristischen Aspekten in der restauratorischen Verwendung gehören die irreversible Aushärtung sowie die starke Schrumpfung (bis zu 8%) und Empfindlichkeit gegenüber Feuchtigkeit während der Polymerisation.",http://www.w3id.org/archlink/terms/conservationthesaurus/A1D125
http://www.w3id.org/archlink/terms/conservationthesaurus/DAC425,Akemi Marmorkitt 1000,"Produktname eines 2-Komponenten Polyesterharzes mit mineralischen Füllstoffen der Firma Akemi® . Das Produkt wurde ursprünglich für Verkittungen und Verklebungen in der steinverarbeitenden Industrie hergestellt, eignet sich aufgrund seiner Eigenschaften jedoch auch in der Konservierung und Restaurierung für die stabile und schnelle Füllung und Verklebung von kleineren Fehlstellen. Es besitzt eine flüssig bis cremige Konsistenz, eine Verarbeitungszeit von ca. 20 - 40 Minuten und lässt sich nach dem Aushärten gut mit verschiedenen Werkzeugen (Schleifen, Bohren, Fräsen) bearbeiten.",http://www.w3id.org/archlink/terms/conservationthesaurus/F8A93F
http://www.w3id.org/archlink/terms/conservationthesaurus/D39264,Palatal® P 4-01,"Palatal® P 4-01 der Firma AOC ist ein ungesättigtes Polyesterharz, gelöst in Stryol. Es wird durch die Zugabe eines Katalysator (Butanox) und Kobaltbeschleuniger vernetzt",http://www.w3id.org/archlink/terms/conservationthesaurus/F8A93F
http://www.w3id.org/archlink/terms/conservationthesaurus/A3G356,Polyurethan,"synthetisches Polymere, das durch eine Reaktion von Polyisocyanaten mit einem Polyol hergestellt wird. In der Konservierung und Restaurierung wird es als Festigungs- und Bindemittel sowie in Form von Schäumen als Stabilisierung von Blockbergungen verwendet. Die Eigenschaften wie Härte, Elastizität und Beständigkeit lassen sich durch die Wahl der Ausgangskomponenten gezielt steuern, wobei die genaue Formulierung von kommerziell erwärblichen Polyurethanen häufig unklar ist.",http://www.w3id.org/archlink/terms/conservationthesaurus/A1D125
http://www.w3id.org/archlink/terms/conservationthesaurus/AG2965,natürliches Polymer,"Oberbegriff für Polymere, die aus natürlichen Quellen stammen, leicht bis garnicht synthetisch modifiziert wurden und vielseitig einsetzbar sind. Diese Stoffe wurden vor allem in den Anfängen der Restaurierungsgeschichte, bevor synthetische Polymere in breiter Bandbreite zur Verfügung standen, häufig zum Kleben und Stabilisieren von Objekten eingesetzt. In der modernen Restaurierung spielen sie eher eine untergeordnete Rollen, finden jedoch nach wie vor vereinzelt Verwendung.",http://www.w3id.org/archlink/terms/conservationthesaurus/B7B8B6
http://www.w3id.org/archlink/terms/conservationthesaurus/C176FC,Schellack,"Ausscheidungssekret der Lackschildlaus, welcher in Alkohol gelöst zu einer streichbaren Konsistenz verarbeitet werden kann. Nach der Verflüchtigung des Alkohols trocknet Shellack zu einer dicken, dunkelbraunen Schicht die im Laufe der Zeit durch Alterungsprozesse (cross-linking) zu einer praktisch unlöslichen Masse polymerisiert.  Aus chemischer Sicht handelt es sich bei Shellack um ein Polyester aus den Hauptbestandteilen Aleursäure, Aldehyde und andere Carboxylsäuren.",http://www.w3id.org/archlink/terms/conservationthesaurus/AG2965
http://www.w3id.org/archlink/terms/conservationthesaurus/GD86C1,Proteinleim,"natürliches Produkt, bei denen die haftenden Eigenschaften der wiederkehrenden -NH-CO-Bindungen zur Verwendung als Klebstoff/Leim genutzt werden. Das Protein kann dabei aus verschiedenen Quellen und unter unterschiedliche Verfahren gewonnen werden.",http://www.w3id.org/archlink/terms/conservationthesaurus/C176FC
http://www.w3id.org/archlink/terms/conservationthesaurus/FA91B1,Glutinleim,"natürlicher Klebstoff, welcher durch die Verarbeitung von kollagenhaltigen Tierprodukten wie Haut, Knochen und Bindegewebe gewonnen wird. Je nach gewälter Kollagenquelle und Herstellungsart des Leims ergeben sich unterschiedliche Viskositäten, Festigkeiten und generelle mechanische Eigenschaften. Glutinleime werden in Form von erwärmten Lösungen oder Gelen aufgetragen und trocknen durch Verdunstung des Wassers zu einem mehr oder weniger festen Film, wobei eine nicht unerhebliche Schrumpfung eintritt. Sie sind in der Regel gut reversibel und können mit Hilfe von warmem Wasser entfernt werden.",http://www.w3id.org/archlink/terms/conservationthesaurus/GD86C1
http://www.w3id.org/archlink/terms/conservationthesaurus/F5BDAB,Kaseinleim,"proteinhaltiger Klebstoff, der aus dem natürlichen Milcheiweiß (Kasein) in Verbindung mit einer alkalischen Substanz wie Kalk, Ammoniak oder Borax hergestellt wird. Durch die Modifizierung entsteht ein wasserlöslicher Leim mit guter Klebekraft, der nach dem Aushärten einen wasserbeständigen Film bildet. Wie andere Proteinleime neigt auch Kaseinleim während der Aushärtung zur Schrumpfung. In der modernen Restaurierung wurde Kaseinleim größtenteils durch synthetische Polymere abgelöst.",http://www.w3id.org/archlink/terms/conservationthesaurus/GD86C1
http://www.w3id.org/archlink/terms/conservationthesaurus/BA71DA,Stärkeleim,"natürlicher Klebstoff, hergestellt durch die Gelatinierung von Stärke aus unterschiedlichen Pflanzen. Mit Wasser angerührte Stärke bildet einen milch weißen Leim mit guter Klebekraft, der je nach gewünschter Anwendung zu unterschiedlichen Konsistenzen verarbeitet werden kann. Stärkeleim war ein häufig verwendeter Klebstoff in der Restaurierungsgeschichte und wird heute teilweiße noch in der Papierverabeitung und Buchbinderei eingesetzt.",http://www.w3id.org/archlink/terms/conservationthesaurus/C176FC
http://www.w3id.org/archlink/terms/conservationthesaurus/C4AG61,Cellulose,"natürliches Polymer aus linearen Glycosemonomeren, dessen Fasern häufig zur Verstärkung von Klebstoffen zugesetzt werden.",http://www.w3id.org/archlink/terms/conservationthesaurus/C176FC
http://www.w3id.org/archlink/terms/conservationthesaurus/C143C4,Dextrinleim,"natürlicher Klebstoff, der durch die gezielte Modifizierung von Stärke, zum Teil unter geringfügiger Zugabe von weiteren Chemikalien, hergestellt wird. In der Konservierung und Restaurierung wurde es früher für die Klebung von Gläsern und Papier, als Klebstoff für Etiketten sowie als Bindemedium für Farben verwendet. Allerdings zeigt Dixtrinleim, wie viele andere natürliche Polymerleime, aufgrund der organischen Natur eine hohe Anfälligkeit für mikrobiellen Befall und eine starke Hygroskopizität, was zu Quellungen und mechanischer Spannung führen kann.",http://www.w3id.org/archlink/terms/conservationthesaurus/C176FC
http://www.w3id.org/archlink/terms/conservationthesaurus/G379BF,Gummi arabicum,"natürlicher Pflanzenleim, der aus dem Harz bestimmter Akazienbäume gewonnen wird. Er wird in Form gelber bis farbloser Tropfen oder Brocken verkauft und lässt sich in Wasser zu einem klaren, klebrigen Leim lösen.",http://www.w3id.org/archlink/terms/conservationthesaurus/C176FC
http://www.w3id.org/archlink/terms/conservationthesaurus/GC7994,Kanadabalsam,"klebriger und dickflüssiger Naturbalsam, der aus Harzausscheidungen kanadischer Nadelbäume, insbesondere der Tanne (Abies balsamea), gewonnen wird. Frisch ist er farblos bis leicht gelblich, wird jedoch mit der Zeit dunkler und härtet zu einem transparenten, hartlackähnlichen Material aus. Kanadabalsam ist gut löslich in organischen Lösungsmitteln wie Benzol, Xylol oder Terpentinöl und findet Anwendung in der Mikroskopie zum Einschließen von Präparaten. In der Konservierung und Restaurierung wurde es früher aufgrund seiner farblos, klaren Filmbildung zum Teil für die Klebung von Glas und Keramik verwendet.",http://www.w3id.org/archlink/terms/conservationthesaurus/C176FC
http://www.w3id.org/archlink/terms/conservationthesaurus/D769C3,Dammarharz,"helles, gelbliches, leicht splitterndes Naturharz, das aus Südostasien stammt und aus den Harzen verschiedener Bäume der Familie der Diptocarpaceae gewonnen wird. Es beginnt bei 90°C weich zu werden, schmilzt bei 180°C und zeichnet sich durch seine Transparenz und gute Löslichkeit in Terpentinöl, Chloroform und anderen organischen Lösungsmitteln aus. In der Konservierung und Restaurierung wird Dammarharz traditionell für die Herstellung von hellen, klaren Schlussfirnissen und als Zusatz in Malmitteln verwendet, da es leicht löslich, reversibel und für die Tempera- und Ölmalerei geeignet ist.",http://www.w3id.org/archlink/terms/conservationthesaurus/C176FC
http://www.w3id.org/archlink/terms/conservationthesaurus/B2F4F2,Mastix,"natürliches Polymer, das aus dem hauptsächlich auf den griechischen Inseln vorkommenden Mastixbaum gewonnen wird. In der Konservierung und Restaurierung wird Mastix, gelöst in Terpentinöl, insbesondere in der Gemälderestaurierung verwendet. Es dient als Bestandteil von Bindemitteln und Firnissen, da es eine glänzende, klare Schicht bildet, die jedoch im Laufe der Alterung vergilbt.",http://www.w3id.org/archlink/terms/conservationthesaurus/C176FC
http://www.w3id.org/archlink/terms/conservationthesaurus/FBFFF5,[Abform- und Ergänzungsmaterial],"strukturierender Oberbegriff für eine Reihe von Materialien, die sowohl für die Abformung von Objekten als auch für die Ergänzung von fehlenden Teilen verwendet werden.",http://www.w3id.org/archlink/terms/conservationthesaurus/C364G1
http://www.w3id.org/archlink/terms/conservationthesaurus/A44BG6,Silikonkautschuk,"synthetischer Werkstoff auf Basis langkettiger Polysiloxane und diverser Füllstoffe (z.B. pyrogene Kieselsäure, Silkonöl, etc.), der durch Zugabe eines Vernetzers und ggfs. Katalysators zu elastischem Silikongummi vulkanisiert. Es lassen sich je nach Vulkanisationsart und Eigenschaften des Basispolymers unterschiedliche Kautschukklassen sowie Heiß- und Kaltvulkanisation unterscheiden. In der Konservierung und Restaurierung werden meist bei Raumtemperatur vernetzende, zwei-komponentige Systeme (RTV-2) für die Abformung und Herstellung von Negativformen verwendet. Hervorzuhebende Eigenschaften der Silikonkautschucke sind die hohe Abbildungsgenauigkeit, die Langzeitstabilität und die selbsttrennende Wirkung gegenüber den meisten Werkstoffen.",http://www.w3id.org/archlink/terms/conservationthesaurus/FBFFF5
http://www.w3id.org/archlink/terms/conservationthesaurus/DA841D,additionsvernetzender Silikonkautschuk,"zweikomponentiger Silikonkautschuk, der durch eine Additionsreaktion mittels Platinkatalysator bei Raumtemperatur vernetzt. Charakteristisch sind die nahezu schrumpfungsfreie Aushärtung, hohe Zeichnungsgenauigkeit und chemische Inertheit. Beim Auftragen mehrerer Schichten sollte ""Nass in Nass"" gearbeitet werden um einen sicheren Verbund zu gewährleisten. Die Verarbeitung kann durch katalysatorhemmende Substanzen, wie Schwefel oder Amine, gestört werden. In der Konservierung und Restaurierung eignet sich additionsvernetzender Silikonkautschuk besonders gut für die Herstellung von Galvanoformen.",http://www.w3id.org/archlink/terms/conservationthesaurus/A44BG6
